demographic_averages,demographic_counts,epno,score_counts,sid
"{'Males': 7.6, 'Females': 8.5, 'Aged 18-29': 7.3, 'Males Aged 18-29': 7.4, 'Females Aged 18-29': 7.5, 'Aged 30-44': 7.8, 'Males Aged 30-44': 7.8, 'Aged 45+': 7.9, 'Males Aged 45+': 7.3, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.3, 'US users': 7.8, 'Non-US users': 8.0, 'IMDb users': 7.7}","{'Males': 24, 'Females': 5, 'Aged 18-29': 10, 'Males Aged 18-29': 7, 'Females Aged 18-29': 2, 'Aged 30-44': 12, 'Males Aged 30-44': 12, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 11, 'US users': 18, 'Non-US users': 7, 'IMDb users': 35}",4,"{'10': 9, '9': 3, '8': 4, '7': 12, '6': 3, '5': 3, '4': 0, '3': 1, '2': 0, '1': 0}",17
"{'Males': 7.7, 'Females': 8.3, 'Aged 18-29': 7.4, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 7.8, 'Aged 30-44': 7.7, 'Males Aged 30-44': 7.7, 'Females Aged 30-44': 8.5, 'Aged 45+': 8.4, 'Males Aged 45+': 8.2, 'Females Aged 45+': 9.0, 'Top 1000 voters': 7.5, 'US users': 8.2, 'Non-US users': 7.4, 'IMDb users': 7.8}","{'Males': 22, 'Females': 9, 'Aged 18-29': 9, 'Males Aged 18-29': 4, 'Females Aged 18-29': 4, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 7, 'Females Aged 45+': 3, 'Top 1000 voters': 14, 'US users': 21, 'Non-US users': 6, 'IMDb users': 37}",3,"{'10': 5, '9': 8, '8': 7, '7': 11, '6': 4, '5': 2, '4': 0, '3': 0, '2': 0, '1': 0}",17
"{'Males': 6.8, 'Females': 8.5, 'Aged 18-29': 7.2, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 6.9, 'Aged 45+': 6.3, 'Males Aged 45+': 5.4, 'Females Aged 45+': 9.3, 'Top 1000 voters': 6.7, 'US users': 6.8, 'Non-US users': 7.0, 'IMDb users': 6.9}","{'Males': 20, 'Females': 4, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 10, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 10, 'US users': 18, 'Non-US users': 2, 'IMDb users': 29}",2,"{'10': 4, '9': 1, '8': 6, '7': 7, '6': 5, '5': 3, '4': 2, '3': 0, '2': 0, '1': 1}",17
"{'Males': 7.4, 'Females': 8.2, 'Aged 18-29': 7.7, 'Males Aged 18-29': 8.2, 'Females Aged 18-29': 5.0, 'Aged 30-44': 7.1, 'Males Aged 30-44': 7.1, 'Aged 45+': 7.6, 'Males Aged 45+': 7.0, 'Females Aged 45+': 9.3, 'Top 1000 voters': 7.3, 'US users': 7.3, 'Non-US users': 7.2, 'IMDb users': 7.4}","{'Males': 25, 'Females': 4, 'Aged 18-29': 9, 'Males Aged 18-29': 7, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 12, 'Aged 45+': 9, 'Males Aged 45+': 6, 'Females Aged 45+': 3, 'Top 1000 voters': 13, 'US users': 17, 'Non-US users': 7, 'IMDb users': 34}",1,"{'10': 6, '9': 4, '8': 5, '7': 10, '6': 3, '5': 4, '4': 2, '3': 0, '2': 0, '1': 0}",17
"{'Males': 7.0, 'Females': 8.7, 'Aged 18-29': 7.5, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.3, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 8.0, 'Aged 45+': 6.8, 'Males Aged 45+': 5.9, 'Females Aged 45+': 9.5, 'Top 1000 voters': 7.0, 'US users': 7.3, 'Non-US users': 6.6, 'IMDb users': 7.2}","{'Males': 39, 'Females': 9, 'Aged 18-29': 14, 'Males Aged 18-29': 10, 'Females Aged 18-29': 3, 'Aged 30-44': 21, 'Males Aged 30-44': 19, 'Females Aged 30-44': 2, 'Aged 45+': 14, 'Males Aged 45+': 10, 'Females Aged 45+': 4, 'Top 1000 voters': 18, 'US users': 30, 'Non-US users': 11, 'IMDb users': 59}",0,"{'10': 13, '9': 3, '8': 9, '7': 12, '6': 11, '5': 6, '4': 2, '3': 1, '2': 0, '1': 2}",17
"{'Males': 6.2, 'Females': 5.5, 'Aged 18-29': 7.1, 'Males Aged 18-29': 7.8, 'Females Aged 18-29': 5.5, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.7, 'Females Aged 30-44': 4.2, 'Aged 45+': 5.3, 'Males Aged 45+': 4.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.6, 'US users': 5.9, 'Non-US users': 6.7, 'IMDb users': 5.9}","{'Males': 21, 'Females': 8, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 14, 'Males Aged 30-44': 10, 'Females Aged 30-44': 4, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 24, 'Non-US users': 3, 'IMDb users': 35}",19,"{'10': 2, '9': 1, '8': 5, '7': 7, '6': 7, '5': 7, '4': 1, '3': 2, '2': 0, '1': 3}",16
"{'Males': 6.1, 'Females': 5.6, 'Aged 18-29': 6.8, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.5, 'Females Aged 30-44': 4.0, 'Aged 45+': 5.8, 'Males Aged 45+': 5.1, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.0, 'US users': 6.4, 'Non-US users': 5.0, 'IMDb users': 6.0}","{'Males': 18, 'Females': 6, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 7, 'Females Aged 30-44': 3, 'Aged 45+': 10, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 18, 'Non-US users': 4, 'IMDb users': 28}",18,"{'10': 3, '9': 1, '8': 2, '7': 8, '6': 3, '5': 5, '4': 2, '3': 0, '2': 1, '1': 3}",16
"{'Males': 5.9, 'Females': 5.1, 'Aged 18-29': 6.1, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 3.0, 'Aged 30-44': 5.5, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 4.0, 'Aged 45+': 5.4, 'Males Aged 45+': 4.6, 'Females Aged 45+': 9.0, 'Top 1000 voters': 4.9, 'US users': 5.6, 'Non-US users': 5.9, 'IMDb users': 6.0}","{'Males': 28, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 18, 'Males Aged 30-44': 15, 'Females Aged 30-44': 3, 'Aged 45+': 11, 'Males Aged 45+': 9, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 22, 'Non-US users': 11, 'IMDb users': 43}",17,"{'10': 10, '9': 2, '8': 2, '7': 5, '6': 4, '5': 8, '4': 2, '3': 3, '2': 1, '1': 6}",16
"{'Males': 6.9, 'Females': 6.0, 'Aged 18-29': 6.8, 'Males Aged 18-29': 7.2, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.6, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 4.9, 'Aged 45+': 6.4, 'Males Aged 45+': 5.2, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.4, 'US users': 6.6, 'Non-US users': 6.4, 'IMDb users': 6.6}","{'Males': 18, 'Females': 8, 'Aged 18-29': 6, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 15, 'Males Aged 30-44': 10, 'Females Aged 30-44': 5, 'Aged 45+': 6, 'Males Aged 45+': 4, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 18, 'Non-US users': 5, 'IMDb users': 31}",16,"{'10': 3, '9': 1, '8': 5, '7': 11, '6': 3, '5': 5, '4': 1, '3': 0, '2': 0, '1': 2}",16
"{'Males': 6.9, 'Females': 6.2, 'Aged 18-29': 6.9, 'Males Aged 18-29': 8.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 5.3, 'Aged 45+': 6.3, 'Males Aged 45+': 5.6, 'Females Aged 45+': 9.5, 'Top 1000 voters': 7.2, 'US users': 6.6, 'Non-US users': 6.6, 'IMDb users': 7.0}","{'Males': 22, 'Females': 6, 'Aged 18-29': 6, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 14, 'Males Aged 30-44': 11, 'Females Aged 30-44': 3, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 11, 'US users': 18, 'Non-US users': 8, 'IMDb users': 35}",15,"{'10': 6, '9': 2, '8': 5, '7': 13, '6': 2, '5': 4, '4': 0, '3': 0, '2': 0, '1': 3}",16
"{'Males': 6.4, 'Females': 6.8, 'Aged 18-29': 7.0, 'Males Aged 18-29': 8.5, 'Females Aged 18-29': 8.0, 'Aged 30-44': 6.5, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 5.8, 'Aged 45+': 6.2, 'Males Aged 45+': 5.6, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.5, 'US users': 6.4, 'Non-US users': 5.9, 'IMDb users': 6.6}","{'Males': 23, 'Females': 8, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 16, 'Males Aged 30-44': 12, 'Females Aged 30-44': 4, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 14, 'US users': 22, 'Non-US users': 7, 'IMDb users': 39}",14,"{'10': 7, '9': 2, '8': 3, '7': 11, '6': 5, '5': 4, '4': 3, '3': 2, '2': 0, '1': 2}",16
"{'Males': 7.3, 'Females': 5.6, 'Aged 18-29': 6.6, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 4.3, 'Aged 30-44': 7.5, 'Males Aged 30-44': 7.8, 'Females Aged 30-44': 4.3, 'Aged 45+': 6.9, 'Males Aged 45+': 6.4, 'Females Aged 45+': 8.2, 'Top 1000 voters': 6.5, 'US users': 6.9, 'Non-US users': 6.9, 'IMDb users': 6.8}","{'Males': 31, 'Females': 12, 'Aged 18-29': 10, 'Males Aged 18-29': 6, 'Females Aged 18-29': 3, 'Aged 30-44': 18, 'Males Aged 30-44': 14, 'Females Aged 30-44': 3, 'Aged 45+': 17, 'Males Aged 45+': 11, 'Females Aged 45+': 6, 'Top 1000 voters': 14, 'US users': 29, 'Non-US users': 11, 'IMDb users': 55}",13,"{'10': 7, '9': 5, '8': 10, '7': 15, '6': 5, '5': 5, '4': 3, '3': 0, '2': 1, '1': 4}",16
"{'Males': 5.4, 'Females': 4.1, 'Aged 18-29': 4.1, 'Males Aged 18-29': 3.3, 'Females Aged 18-29': 3.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.4, 'Females Aged 30-44': 3.0, 'Aged 45+': 5.4, 'Males Aged 45+': 4.3, 'Females Aged 45+': 9.5, 'Top 1000 voters': 5.9, 'US users': 4.7, 'Non-US users': 6.6, 'IMDb users': 5.4}","{'Males': 19, 'Females': 7, 'Aged 18-29': 6, 'Males Aged 18-29': 3, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 9, 'Females Aged 30-44': 2, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 11, 'US users': 18, 'Non-US users': 5, 'IMDb users': 31}",12,"{'10': 2, '9': 4, '8': 0, '7': 5, '6': 5, '5': 6, '4': 1, '3': 2, '2': 1, '1': 5}",16
"{'Males': 6.5, 'Females': 5.7, 'Aged 18-29': 7.0, 'Males Aged 18-29': 7.3, 'Females Aged 18-29': 6.0, 'Aged 30-44': 5.8, 'Males Aged 30-44': 6.3, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.5, 'Males Aged 45+': 5.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.0, 'US users': 6.1, 'Non-US users': 6.2, 'IMDb users': 6.5}","{'Males': 18, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 11, 'Males Aged 30-44': 9, 'Females Aged 30-44': 2, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 16, 'Non-US users': 4, 'IMDb users': 30}",11,"{'10': 4, '9': 0, '8': 3, '7': 11, '6': 5, '5': 4, '4': 0, '3': 1, '2': 0, '1': 2}",16
"{'Males': 6.6, 'Females': 6.1, 'Aged 18-29': 6.8, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.3, 'Males Aged 30-44': 6.8, 'Females Aged 30-44': 4.8, 'Aged 45+': 6.6, 'Males Aged 45+': 5.8, 'Females Aged 45+': 9.5, 'Top 1000 voters': 6.1, 'US users': 6.5, 'Non-US users': 5.9, 'IMDb users': 6.4}","{'Males': 21, 'Females': 7, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 1, 'Aged 30-44': 16, 'Males Aged 30-44': 12, 'Females Aged 30-44': 4, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 20, 'Non-US users': 7, 'IMDb users': 36}",10,"{'10': 3, '9': 1, '8': 2, '7': 15, '6': 6, '5': 6, '4': 1, '3': 0, '2': 0, '1': 2}",16
"{'Males': 7.0, 'Females': 5.8, 'Aged 18-29': 7.5, 'Males Aged 18-29': 8.3, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 7.4, 'Females Aged 30-44': 4.7, 'Aged 45+': 6.1, 'Males Aged 45+': 5.4, 'Females Aged 45+': 9.5, 'Top 1000 voters': 6.1, 'US users': 6.8, 'Non-US users': 6.2, 'IMDb users': 6.5}","{'Males': 20, 'Females': 6, 'Aged 18-29': 4, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 13, 'Males Aged 30-44': 10, 'Females Aged 30-44': 3, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 20, 'Non-US users': 4, 'IMDb users': 31}",9,"{'10': 4, '9': 2, '8': 5, '7': 6, '6': 3, '5': 7, '4': 0, '3': 2, '2': 0, '1': 2}",16
"{'Males': 6.2, 'Females': 5.4, 'Aged 18-29': 6.2, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.6, 'Males Aged 30-44': 6.1, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.3, 'Males Aged 45+': 5.6, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.3, 'US users': 6.1, 'Non-US users': 5.0, 'IMDb users': 5.8}","{'Males': 17, 'Females': 5, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 13, 'US users': 16, 'Non-US users': 5, 'IMDb users': 29}",8,"{'10': 1, '9': 1, '8': 5, '7': 4, '6': 3, '5': 10, '4': 3, '3': 0, '2': 0, '1': 2}",16
"{'Males': 7.1, 'Females': 5.5, 'Aged 18-29': 6.9, 'Males Aged 18-29': 6.3, 'Females Aged 18-29': 7.0, 'Aged 30-44': 6.9, 'Males Aged 30-44': 7.2, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.8, 'Males Aged 45+': 6.2, 'Females Aged 45+': 7.6, 'Top 1000 voters': 6.9, 'US users': 7.0, 'Non-US users': 5.9, 'IMDb users': 6.7}","{'Males': 26, 'Females': 10, 'Aged 18-29': 8, 'Males Aged 18-29': 5, 'Females Aged 18-29': 2, 'Aged 30-44': 16, 'Males Aged 30-44': 14, 'Females Aged 30-44': 2, 'Aged 45+': 11, 'Males Aged 45+': 6, 'Females Aged 45+': 5, 'Top 1000 voters': 13, 'US users': 24, 'Non-US users': 9, 'IMDb users': 42}",7,"{'10': 3, '9': 6, '8': 7, '7': 10, '6': 8, '5': 4, '4': 0, '3': 0, '2': 1, '1': 3}",16
"{'Males': 7.5, 'Females': 6.1, 'Aged 18-29': 7.7, 'Males Aged 18-29': 8.5, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.1, 'Males Aged 30-44': 7.6, 'Females Aged 30-44': 3.0, 'Aged 45+': 7.3, 'Males Aged 45+': 6.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.8, 'US users': 7.3, 'Non-US users': 6.7, 'IMDb users': 6.9}","{'Males': 27, 'Females': 6, 'Aged 18-29': 7, 'Males Aged 18-29': 4, 'Females Aged 18-29': 2, 'Aged 30-44': 17, 'Males Aged 30-44': 15, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 22, 'Non-US users': 9, 'IMDb users': 39}",6,"{'10': 7, '9': 5, '8': 6, '7': 8, '6': 3, '5': 6, '4': 0, '3': 0, '2': 0, '1': 4}",16
"{'Males': 6.6, 'Females': 5.4, 'Aged 18-29': 7.0, 'Males Aged 18-29': 9.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.6, 'Males Aged 30-44': 7.5, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.0, 'Males Aged 45+': 5.3, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.5, 'US users': 6.4, 'Non-US users': 5.8, 'IMDb users': 6.5}","{'Males': 16, 'Females': 5, 'Aged 18-29': 2, 'Males Aged 18-29': 1, 'Females Aged 18-29': 1, 'Aged 30-44': 9, 'Males Aged 30-44': 7, 'Females Aged 30-44': 2, 'Aged 45+': 10, 'Males Aged 45+': 8, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 15, 'Non-US users': 4, 'IMDb users': 25}",5,"{'10': 5, '9': 1, '8': 2, '7': 6, '6': 3, '5': 4, '4': 1, '3': 0, '2': 0, '1': 3}",16
"{'Males': 6.3, 'Females': 6.0, 'Aged 18-29': 6.2, 'Males Aged 18-29': 6.5, 'Females Aged 18-29': 7.5, 'Aged 30-44': 6.1, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 4.0, 'Aged 45+': 6.3, 'Males Aged 45+': 5.0, 'Females Aged 45+': 8.3, 'Top 1000 voters': 6.3, 'US users': 6.1, 'Non-US users': 6.0, 'IMDb users': 6.2}","{'Males': 14, 'Females': 8, 'Aged 18-29': 5, 'Males Aged 18-29': 2, 'Females Aged 18-29': 2, 'Aged 30-44': 11, 'Males Aged 30-44': 8, 'Females Aged 30-44': 3, 'Aged 45+': 7, 'Males Aged 45+': 4, 'Females Aged 45+': 3, 'Top 1000 voters': 12, 'US users': 14, 'Non-US users': 6, 'IMDb users': 27}",4,"{'10': 3, '9': 0, '8': 1, '7': 9, '6': 5, '5': 7, '4': 0, '3': 0, '2': 0, '1': 2}",16
"{'Males': 8.2, 'Females': 7.3, 'Aged 18-29': 8.0, 'Males Aged 18-29': 7.9, 'Females Aged 18-29': 7.5, 'Aged 30-44': 7.6, 'Males Aged 30-44': 8.2, 'Females Aged 30-44': 5.2, 'Aged 45+': 8.7, 'Males Aged 45+': 8.3, 'Females Aged 45+': 9.5, 'Top 1000 voters': 7.1, 'US users': 7.9, 'Non-US users': 7.6, 'IMDb users': 7.9}","{'Males': 36, 'Females': 11, 'Aged 18-29': 11, 'Males Aged 18-29': 7, 'Females Aged 18-29': 2, 'Aged 30-44': 23, 'Males Aged 30-44': 18, 'Females Aged 30-44': 4, 'Aged 45+': 15, 'Males Aged 45+': 11, 'Females Aged 45+': 4, 'Top 1000 voters': 16, 'US users': 29, 'Non-US users': 11, 'IMDb users': 59}",3,"{'10': 19, '9': 3, '8': 19, '7': 9, '6': 0, '5': 6, '4': 0, '3': 0, '2': 0, '1': 3}",16
"{'Males': 6.5, 'Females': 5.4, 'Aged 18-29': 6.7, 'Males Aged 18-29': 7.7, 'Females Aged 18-29': 5.0, 'Aged 30-44': 6.2, 'Males Aged 30-44': 6.6, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.2, 'Males Aged 45+': 5.5, 'Females Aged 45+': 9.0, 'Top 1000 voters': 6.4, 'US users': 6.2, 'Non-US users': 6.2, 'IMDb users': 6.2}","{'Males': 19, 'Females': 5, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 11, 'Males Aged 30-44': 9, 'Females Aged 30-44': 2, 'Aged 45+': 9, 'Males Aged 45+': 7, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 17, 'Non-US users': 4, 'IMDb users': 30}",2,"{'10': 2, '9': 2, '8': 2, '7': 8, '6': 8, '5': 5, '4': 0, '3': 0, '2': 1, '1': 2}",16
"{'Males': 6.8, 'Females': 5.9, 'Aged 18-29': 7.1, 'Males Aged 18-29': 7.5, 'Females Aged 18-29': 6.0, 'Aged 30-44': 6.4, 'Males Aged 30-44': 7.1, 'Females Aged 30-44': 4.3, 'Aged 45+': 6.4, 'Males Aged 45+': 5.4, 'Females Aged 45+': 9.5, 'Top 1000 voters': 6.4, 'US users': 6.1, 'Non-US users': 7.3, 'IMDb users': 6.5}","{'Males': 18, 'Females': 6, 'Aged 18-29': 5, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 12, 'Males Aged 30-44': 9, 'Females Aged 30-44': 3, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 12, 'US users': 15, 'Non-US users': 6, 'IMDb users': 28}",1,"{'10': 3, '9': 1, '8': 2, '7': 13, '6': 2, '5': 4, '4': 0, '3': 1, '2': 0, '1': 2}",16
"{'Males': 7.3, 'Females': 7.2, 'Aged 18-29': 7.6, 'Males Aged 18-29': 7.6, 'Females Aged 18-29': 8.0, 'Aged 30-44': 7.2, 'Males Aged 30-44': 7.5, 'Females Aged 30-44': 5.6, 'Aged 45+': 7.2, 'Males Aged 45+': 6.9, 'Females Aged 45+': 9.5, 'Top 1000 voters': 6.4, 'US users': 7.5, 'Non-US users': 6.9, 'IMDb users': 7.3}","{'Males': 32, 'Females': 9, 'Aged 18-29': 8, 'Males Aged 18-29': 5, 'Females Aged 18-29': 2, 'Aged 30-44': 22, 'Males Aged 30-44': 17, 'Females Aged 30-44': 5, 'Aged 45+': 12, 'Males Aged 45+': 10, 'Females Aged 45+': 2, 'Top 1000 voters': 15, 'US users': 22, 'Non-US users': 15, 'IMDb users': 52}",0,"{'10': 11, '9': 4, '8': 8, '7': 16, '6': 2, '5': 7, '4': 0, '3': 3, '2': 0, '1': 1}",16
"{'Males': 4.9, 'Females': 5.1, 'Aged 18-29': 4.0, 'Males Aged 18-29': 2.5, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.0, 'Males Aged 30-44': 5.8, 'Females Aged 30-44': 3.3, 'Aged 45+': 5.8, 'Males Aged 45+': 4.8, 'Females Aged 45+': 9.0, 'Top 1000 voters': 5.4, 'US users': 4.8, 'Non-US users': 5.1, 'IMDb users': 5.1}","{'Males': 13, 'Females': 6, 'Aged 18-29': 4, 'Males Aged 18-29': 2, 'Females Aged 18-29': 1, 'Aged 30-44': 9, 'Males Aged 30-44': 6, 'Females Aged 30-44': 3, 'Aged 45+': 7, 'Males Aged 45+': 5, 'Females Aged 45+': 2, 'Top 1000 voters': 10, 'US users': 14, 'Non-US users': 5, 'IMDb users': 23}",19,"{'10': 1, '9': 0, '8': 2, '7': 3, '6': 3, '5': 7, '4': 3, '3': 0, '2': 1, '1': 3}",15
"{'Males': 6.4, 'Females': 5.6, 'Aged 18-29': 5.8, 'Males Aged 18-29': 7.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.2, 'Males Aged 30-44': 5.9, 'Females Aged 30-44': 3.0, 'Aged 45+': 7.0, 'Males Aged 45+': 6.6, 'Females Aged 45+': 9.3, 'Top 1000 voters': 5.8, 'US users': 6.6, 'Non-US users': 5.4, 'IMDb users': 6.6}","{'Males': 26, 'Females': 6, 'Aged 18-29': 5, 'Males Aged 18-29': 3, 'Females Aged 18-29': 1, 'Aged 30-44': 13, 'Males Aged 30-44': 11, 'Females Aged 30-44': 2, 'Aged 45+': 15, 'Males Aged 45+': 12, 'Females Aged 45+': 3, 'Top 1000 voters': 10, 'US users': 23, 'Non-US users': 9, 'IMDb users': 37}",18,"{'10': 8, '9': 1, '8': 3, '7': 9, '6': 5, '5': 6, '4': 1, '3': 0, '2': 1, '1': 3}",15
"{'Males': 7.0, 'Females': 6.0, 'Aged 18-29': 7.6, 'Males Aged 18-29': 9.0, 'Females Aged 18-29': 7.0, 'Aged 30-44': 6.0, 'Males Aged 30-44': 6.7, 'Females Aged 30-44': 4.0, 'Aged 45+': 7.1, 'Males Aged 45+': 6.7, 'Females Aged 45+': 7.2, 'Top 1000 voters': 6.1, 'US users': 7.0, 'Non-US users': 5.4, 'IMDb users': 6.6}","{'Males': 26, 'Females': 10, 'Aged 18-29': 5, 'Males Aged 18-29': 2, 'Females Aged 18-29': 2, 'Aged 30-44': 14, 'Males Aged 30-44': 11, 'Females Aged 30-44': 3, 'Aged 45+': 16, 'Males Aged 45+': 12, 'Females Aged 45+': 4, 'Top 1000 voters': 13, 'US users': 29, 'Non-US users': 6, 'IMDb users': 43}",17,"{'10': 6, '9': 3, '8': 13, '7': 5, '6': 2, '5': 4, '4': 4, '3': 1, '2': 0, '1': 5}",15
"{'Males': 5.9, 'Females': 5.5, 'Aged 18-29': 5.7, 'Males Aged 18-29': 6.0, 'Females Aged 18-29': 5.0, 'Aged 30-44': 5.2, 'Males Aged 30-44': 6.0, 'Females Aged 30-44': 3.0, 'Aged 45+': 6.3, 'Males Aged 45+': 5.5, 'Females Aged 45+': 8.0, 'Top 1000 voters': 5.5, 'US users': 5.7, 'Non-US users': 5.6, 'IMDb users': 5.9}","{'Males': 17, 'Females': 6, 'Aged 18-29': 5, 'Males Aged 18-29': 4, 'Females Aged 18-29': 1, 'Aged 30-44': 10, 'Males Aged 30-44': 8, 'Females Aged 30-44': 2, 'Aged 45+': 8, 'Males Aged 45+': 5, 'Females Aged 45+': 3, 'Top 1000 voters': 10, 'US users': 17, 'Non-US users': 6, 'IMDb users': 26}",16,"{'10': 2, '9': 0, '8': 2, '7': 6, '6': 6, '5': 7, '4': 0, '3': 1, '2': 0, '1': 2}",15
